Car_ID,Service_Type,Service_Date,Service_Cost,Service_Center
 C28873 ,oil CHangE,07 Oct 2023,"jAN 01, 1970", faSTFiX 
 c28874,bRAke seRvICe , 18 jun 2023," JAN 01, 1970",  MecHanix
c28875,  TyRE ChaNgE ,02/12/2020,1970-01-01, MEchAniX 
C28876,  BrAKE ServICe ,15/10/2023, 1970/01/01,  aUTOCARe
C28877,batTeRy REPLaCeMeNT ,01-09-2023 ,01-01-1970,  SPeED GArAGe
 c28878 ,tYrE cHANgE , 2021-01-07, 1970-01-01, pITstOP 
C28879 ,bAtteRY rePlaceMent ,"aUg 26, 2021",1970-01-01,FASTfiX 
C28880,engINE RepaIR,2020-03-09,1970-01-01,SpEED gARAGe 
c28881, OIL chAngE, 28/08/2020,01-01-1970,AUToCare 
 c28882,OiL chAngE ,2021/03/31 ,1970-01-01, Carz
C28883 , oIL ChaNge ,"MaR 26, 2022 ",01 jan 1970, CARz 
c28884 ,  BraKe SERVICe ,26 mAR 2023,"JAn 01, 1970", MechANiX
 c28885, fuLl sERvice, 01-23-2020 ,1970-01-01,PITSTOp
c28886 , eNGINe rEpaiR,"FEb 25, 2021 ","Jan 01, 1970",SpEed garaGe
c28887 , ENGInE RePaIR ,2020/09/22,01-01-1970,CArz
  C28888 ,ENGInE RepaiR ,2022-15-04,01/01/1970,aUtOCaRE
C28889, BaTTErY ReplAcemeNt,2022-09-01 ,1970-01-01, FaStFiX  
C28890 , baTTeRY REPLaCemeNT  ,12 auG 2021, 1970-01-01, aUTOcarE
 c28891 ,eNgIne REpaIr , 27 MaR 2022 ," jaN 01, 1970",  fasTFIX
C28892, eNGInE REpAIr ,13 JaN 2022, 01-01-1970 ,FaStfix
C28893 ,  eNGinE repAIR,2023/03/13 ,01/01/1970, sPeEd GaRaGE
c28894,batterY RePlaCEmeNT,15 aPr 2023,01 Jan 1970 , PItsTOP
C28895  ,BaTterY rePlaCEment , 19/06/2020 ,1970/01/01,  FAstfIX 
c28896, eNGine rEpaIR ,2023/12/28," JaN 01, 1970", mEcHanIx
 c28897,OIL CHANGE  ,2023/02/18, 1970/01/01,PiTSToP 
C28898, oIl ChaNgE ,2022/10/17 ,"Jan 01, 1970",pITstop
 c28899 ,enGInE REPair,2023-09-04, 1970/01/01,AUtocaRe
c28900, ENGInE rePaIr,2023-10-02, 01/01/1970,FASTfiX 
 c28901, bRakE serVIce, 2023-05-01,1970-01-01 ,SPEED gARagE 
c28902 , ENgiNe repAIR ," apR 19, 2021",01/01/1970,speEd gaRaGE  
c28903  ,  brAKE servIcE ,11 Feb 2020,"jAN 01, 1970 ",cARz
 C28904  , eNgine REPaIr ,"SEp 13, 2023",01 jAn 1970,aUtoCaRE 
 C28905, Tyre CHANge,11-01-2023 ,"jaN 01, 1970",mecHAnix  
  c28906,bRaKe SERVICE,23/11/2020,01-01-1970,spEed garagE 
c28907 ,OIL cHaNGE , 29/08/2022,01 jAn 1970 ,meChanIX 
C28908,  FulL ServiCE, 24/08/2022 , 1970-01-01,piTsToP  
C28909 , baTteRy rEpLACemEnt , 2021/09/01,01 jAN 1970 , mEchANiX
 C28910, BAtTeRY rEPLAcEMent,03/12/2023 ,"jaN 01, 1970",speed gARAGe
 c28911 , BATtErY REPLaCEmEnT,07-30-2021,1970-01-01,carz  
 c28912,TyRe CHANGe,"Jul 06, 2023", 1970-01-01 , MEcHaNIx
c28913 , OIL ChAnGE, 2023-12-11, 01/01/1970, MecHANiX  
C28914,oIL CHAngE,"Oct 05, 2020 ",01/01/1970,  meCHANIX
 C28915,Oil cHaNgE ,2022-17-04, 01/01/1970,auToCAre
C28916,EngInE RePAIR ,2022/03/23 , 1970/01/01, fASTFIX  
C28917,bRake SERVIce,2023/02/08,1970/01/01 ,  PitSTOp 
C28918, BATtEry rePLaceMenT ,02-19-2022 ,1970-01-01,auTOCARe
 C28919 , batTEry REPlACEmeNT ,02-22-2022 ,01 jAN 1970 ,PITsTOP
 C28920  ,TYRe CHANGe ,2020/03/07, 01/01/1970 ,SPEeD gARaGE
 C28921 ,ENGINE RePair  ,2022/06/16 ,01/01/1970,autocARE
 c28922 ,brAKe servicE ,24 JAn 2022 ,01-01-1970 , MeCHAnIx 
 C28923 ,BatTeRY replaCEmEnt , 2020/04/24 , 01 JAN 1970, pitStoP  
c28924 , brake SeRvIce ,2021-10-12,01 jan 1970, mEcHAniX
 c28925,baTTerY rEPLaCeMEnt,24/11/2020, 01/01/1970, FASTFix 
 c28926,oIL CHAnGE ,02-04-2020 ,01-01-1970,  AUTOcARE 
 C28927 ,enGine RePair ,05/09/2022,01-01-1970,  fAsTFIx
 c28928, FuLl serVicE  ,09-25-2022 ,"jAN 01, 1970 ", speeD GARAGe
 c28929, braKe SerVICe ," JAn 19, 2022 ",1970-01-01 ,speed GaRaGE 
 c28930,  ENgine REpair,2021-06-07,"jAN 01, 1970", speEd gAraGE
c28931,  TYre ChAngE, 12-14-2020 ,01/01/1970,  pITstop
 c28932,BATterY rEPlaceMEnt,16/11/2022,"JaN 01, 1970", FaSTfIX
C28933  , BrAKE seRvICE ,"ocT 10, 2020", 01-01-1970,MeCHaNIx 
c28934, BRakE servIce  ,26 jan 2020 ,01 jan 1970 ,CArZ 
c28935, bAtTErY REpLaCEMENT,12-11-2022,01/01/1970,cArZ 
C28936 , BRAKE sERVIce ,31/01/2020 ,01 JAn 1970, SPeED GaRAGe 
 C28937 ,BaTtEry REPlaceMenT , 10-19-2021,01 Jan 1970,PItsTOP
C28938,oIL cHaNGe,04-11-2021 ,01 JAn 1970, faSTfIx
  C28939 ,TYRe cHANGe ,"MAR 20, 2020",1970/01/01,aUTocARE 
c28940 , Tyre ChANge,2023-05-11,1970-01-01, AutOcaRE 
c28941,BATTeRY ReplACEMENT ," Apr 28, 2021", 1970-01-01,fasTFIx
c28942 ,oIL CHANge,14/12/2021 , 01-01-1970 , fAsTfIX
 c28943, bRakE SErVIcE , 2023/07/21 , 01-01-1970 , MeCHANIX
 C28944, oil cHAnGe, 2020/10/26,1970/01/01, AUTocaRE 
 c28945 ,TYRE chANgE , 08/02/2021,01-01-1970,  SPEed garAgE  
 C28946, TyRE CHaNgE,2020-11-06,01 JAn 1970,  faSTFiX  
 C28947,oIL ChaNgE ,2021-20-07 , 1970-01-01 ,AuTOcare 
 C28948, tYRe CHANgE , 06-17-2021, 1970/01/01,  SpEED GArAge
C28949 ,  FUll sERvIcE ," JAN 02, 2020 ",1970/01/01 ,SpeEd gArage 
 c28950  ,EngIne RePAiR,10-08-2022,1970/01/01, FaStfIX
C28951 ,batteRy RePlacEMenT, 2023/12/25,1970-01-01,autocare 
c28952,TyRe ChanGe,2022/08/29,01-01-1970, pITSTOp  
c28953, fULL ServICE, 25 OCT 2022," JAN 01, 1970", FAstfIx
 C28954 ,BraKE seRvice,30 Mar 2020 , 1970-01-01 ,fAsTfIx
c28955, BraKe sErvICe , 05-26-2020,01/01/1970 ,PITsTOP 
c28956,BaTtERy RePlaceMEnT  ,2020-16-02, 01 jaN 1970,pItsTOp
 c28957  ,ENGine rEPaiR,14/11/2020,"jan 01, 1970",FaStfix
 C28958,BRaKE sErVice ,2020-15-07 ,"jaN 01, 1970", cArZ
  c28959, oil cHAnge  , 2021/10/29,01/01/1970, MechaNiX 
 c28960 ,OIl cHANGe ,08/12/2021 ,1970/01/01, Speed GaragE
C28961,EngInE rEpaIr," Oct 03, 2021 ", 01 jAn 1970 ,FASTFiX  
 c28962,eNgiNE RePair ,2021-26-09,01 jan 1970, FaSTFiX 
c28963 ,FuLl SeRviCE ,2021/02/12, 01/01/1970,aUTOCAre
  c28964,  BattErY REPlaCeMEnt,02/11/2021,"jaN 01, 1970 ", mechaNix 
C28965 , baTTery rePlaCeMEnT , 17/07/2023,01 jAN 1970,caRZ
 C28966, TYre cHAnGe ,"OCT 27, 2022",01 JAN 1970,pITsTop
 c28967, BraKe sERVice, 19 APr 2023,01-01-1970, caRz
c28968,oiL ChanGe , 2023-19-01,1970/01/01,caRz  
 c28969, TYRE ChAnGE, 04 APr 2021,01 jAN 1970,AuTocARE 
c28970 ,BAtTERy REPLACeMeNt  ,2021/06/10 ,01 jAn 1970,piTStOP 
 c28971, Battery RePLacement, 20 mAr 2021,"jAn 01, 1970 ",autoCAre
 c28972 ,fUlL ServIcE ,2021-24-11 ,01 jAn 1970,AutOcaRe
  C28973  , tyrE CHAnGE , 30 SEp 2021, 1970-01-01,mechaNIX 
 c28974,braKE servICe ,2022-27-09 ,01-01-1970, autocarE
 C28975,tyRe CHange ,23/12/2020,"jaN 01, 1970 ",fasTFIx 
C28976, BAttERY RepLAcemEnt,11-07-2021, 01 Jan 1970,caRz 
 c28977, OiL chaNgE  , 04/10/2021,01/01/1970, cArz
c28978 ,eNgINe REPAIR," SeP 03, 2021",01/01/1970,CARz 
 C28979 ,OIL ChAnGe , 12-30-2022, 01/01/1970,MECHaNIX
 C28980 ,EngiNe rEPair,2022/04/03,01-01-1970,FastfiX
 C28981 , baTtERY rePLAcEMenT ,"OcT 27, 2022",1970/01/01,pITStoP
  c28982 , oiL cHAnGe ,06 sEP 2022,01-01-1970, CARz
 C28983, braKe servicE,05 May 2022,01/01/1970,PITsTOP
 C28984,fuLL sErVicE,2022/10/20,1970-01-01 ,fasTFiX
  C28985,BATtERY rePlaCemENT,07 Jul 2023,1970-01-01, mEchAnIx
C28986 , OIL chaNGE , 30 JUn 2020,01-01-1970, fastfIX 
c28987 ,oiL chANGE ,03/11/2022,01/01/1970 ,FaStfix
c28988  , fuLL SErviCE,04/01/2021,1970-01-01,  CArZ
  c28989,fUlL SeRviCE,"Mar 20, 2023 ",1970-01-01, carz 
C28990 , FULL serviCe ,"JUl 20, 2022",01/01/1970, SPeeD GARAge
 C28991 ,TyrE cHANGE ,07/09/2023 ,01/01/1970, CarZ
c28992 ,eNginE RePaIr,16/04/2023,"JaN 01, 1970", FastFIX
C28993 ,  oil cHANge, 2021-05-09 ,01-01-1970 ,AUTOcArE 
 c28994, fULL SERViCe ,2022/02/20 ,1970/01/01,mECHaniX
c28995 ,BAtTery rEPLaCeMenT ,05-10-2020,1970-01-01 , MEchanIx
 c28996 ,  batTEry rePlaCeMEnt,04-13-2023," JaN 01, 1970 ",speEd GARage 
 C28997 ,ENGinE RepaIr,"FEb 20, 2022"," jAn 01, 1970 ",aUToCare
C28998, engine REPaiR,2020-20-07,01/01/1970,fAstFIx 
C28999 , fuLL sErViCE, 2020/06/22,01-01-1970 , pitStop
  c29000,fUlL SErVicE  , 2022/08/02 ,1970/01/01, mecHANIX
 c29001 ,Oil chANgE," ApR 13, 2023",01 jan 1970,piTSToP
C29002 , TyrE cHanGE,09-06-2023,01 JAn 1970,fastFix
  c29003 , oIl CHAnge,17/02/2021,01/01/1970 ,  mEchANix 
c29004 ,  OiL change,"sEP 22, 2021 ",01-01-1970, mEChAnix
C29005 , OiL ChaNge ,2021/10/11 ,01/01/1970,FastFIX
c29006,OIl cHange ,18 OCT 2021,1970-01-01 , pITSTop
 C29007,BrAkE ServICE ,"MAY 22, 2023",01-01-1970,AUToCaRe
 c29008, fULl seRvIcE, 2022/01/28 ,1970-01-01, AUtocare 
c29009, brakE sErVICE,2021/10/02, 01/01/1970,  carZ 
 c29010 , FuLl sErVICE ,"SEp 25, 2022 ",1970-01-01, PiTStop
C29011,ENgINE RepAIr ,22/06/2020, 1970/01/01 ,  AutoCarE
C29012 , full sERvICE ,2023-16-02,"jAN 01, 1970 ", sPeEd garaGe  
 c29013,TYrE CHANge , 26/06/2020, 1970-01-01, fAsTfiX
 C29014, enGINE REPaiR,15/09/2020 ,01 JAN 1970,speeD gARAGe 
 c29015, oil CHANGe , 23 NOV 2020,"jan 01, 1970 ",SPeEd gaRAgE 
C29016,OIl CHaNgE,06 sEP 2023 ,01-01-1970 , aUtOCArE
 c29017 , oIL cHangE," apR 25, 2023"," JaN 01, 1970 ",mEchanIX 
C29018 ,OIL CHANge , 14/04/2020 ,01 JaN 1970,meCHaNix
C29019, tyre cHaNGe,"fEb 09, 2020 ",01/01/1970 ,  fAsTFiX  
 C29020, bRAke seRviCE , 2023-12-11,1970/01/01 ,AuTOCare
c29021 , TyrE CHanGe,2021/01/12 ,1970-01-01, pITStoP
c29022,bAtTeRY REplaCEMENt ,"jUL 14, 2022","jAN 01, 1970", Carz
c29023, TYRE cHANgE ,2023/03/14,01-01-1970,aUTocaRE
c29024, BaTTEry rEPlAceMeNt,2023/02/03,1970-01-01,PITstOP
c29025 ,TYre cHangE, 2022/05/11 ,"JAN 01, 1970", MEchaniX 
 C29026,oiL CHanGe," OCt 13, 2022 ", 1970/01/01 , pItSTOp 
 c29027, oiL chAngE,2023-02-03,1970-01-01 ,CArZ 
 C29028,baTteRY rEPlaCemenT,2020/02/06, 01/01/1970, AutOCArE 
 c29029, Oil chanGe , 2020/12/31 ,01-01-1970 , FAstfix  
 c29030 ,tYRE CHanGE ,09/06/2022, 01-01-1970 , cArz
c29031,brAKe sERvicE,"May 16, 2023",01 jaN 1970,sPEeD gaRAge
 c29032,batteRy rEPLAcEMeNt , 2020-30-08 ,01/01/1970 ,FAStFix 
C29033 ,FULL SERvICe,11-09-2021 , 01-01-1970,pITstop
C29034 ,  ENgINe rEPair ,"APr 12, 2020","jAN 01, 1970 ", PitsToP
  c29035 ,fulL sERviCe,03-18-2022,01 jAn 1970, AutOCare
 C29036,OIl ChaNgE ,12-16-2021,1970-01-01 ,speED GaRage
c29037, BatteRy RePlAceMent, 2020/01/17,"Jan 01, 1970", sPEeD gAraGe
C29038  ,TYRE CHANgE ,2023/08/19,1970-01-01, PitsToP 
 C29039,BRake SeRVICe,2023-11-12 ,1970/01/01,aUToCare
C29040 ,bRakE SerVICe  ," apr 04, 2022","JAN 01, 1970 ",FaSTfix
c29041 , engine rEpaIR,22 sep 2023, 1970/01/01,pItstoP
 c29042 ,  BATterY rEPlACemEnt, 07 may 2022,01-01-1970, FaSTfix
 C29043 , enGIne rEPaIR ,10/05/2023," jaN 01, 1970", caRZ
C29044 , FuLL SErvicE," jAN 18, 2020",1970/01/01,cArZ 
  c29045 ,oIl chAnGE , 2023-28-03, 1970-01-01, cARz
 c29046, eNGInE REpAIR,2021/04/20," JAN 01, 1970", mEChanIX
C29047 ,  BaTtery rEPLaCemEnt ,"dEc 23, 2021",1970-01-01,piTStOP 
c29048, ENGiNe REPAiR,08-09-2021,01-01-1970 ,meCHaNIx 
c29049, bATtERY rEPLAcEmEnt,2023/12/26 ,1970-01-01,MechaNix  
c29050 ,Tyre CHaNGe,"seP 17, 2021 ",1970/01/01,AuTOCare 
 C29051,  BrAkE serVIcE, 2020/10/26, 1970/01/01 ,pitStOp 
 c29052, OiL chaNGe," dEc 27, 2023 ",1970-01-01 ,MEcHANiX 
c29053, fUll sERViCe,11-30-2022,01/01/1970 ,PitStOP 
 c29054, tyRe ChaNGe ,2022/06/18 , 01 JAn 1970,faSTFIX
 C29055, BrAKe SeRViCE,30/03/2020 ,01 JAn 1970, FAStFiX  
c29056 ,braKE SERViCE , 27 aPr 2022,1970/01/01,mEChaNix
c29057,BATTEry REpLAcEmEnt,10-12-2021 ,1970/01/01, MEchANiX 
c29058, oil chaNGe,2022-20-03,01 JAN 1970,PItsTop 
C29059, BRake sErVice,09-11-2021,1970/01/01 ,autOCARE 
C29060,BRaKE SerViCe,14/04/2020," jan 01, 1970 ", meCHaniX 
 C29061, OiL CHAnGE  ,30/06/2023,1970/01/01,PITStOp
C29062,ENGInE rEPAIr,"jAn 23, 2023",01-01-1970 , Pitstop
c29063 , bRAKE SERvice,2022/09/17 ,01/01/1970, aUTOCare
 c29064  ,eNginE REpAIR,08 seP 2022,01/01/1970 , spEed GArage  
  C29065 ,tYrE ChANge,11/06/2020 ,01-01-1970, PItSTop
 c29066 ,  FuLL sERvICe ,"jul 25, 2022 ","JaN 01, 1970",  PitStoP
 c29067 , bAtTery REpLACEmENt,26/10/2023 ,"JAn 01, 1970 ",FAstFix 
C29068,fuLl sERVIcE,"oCt 07, 2021",1970-01-01 ,mEchANiX
 c29069 , FUll sERVICe, 29 DeC 2020,01/01/1970,CaRZ
 C29070 , bAtteRy ReplAceMenT ,"OCt 04, 2023 ", 1970/01/01,CaRZ
C29071 ,  oIL ChaNGE,07-28-2021,01-01-1970 , AutocaRe
c29072, EnGiNe RepaIR, 11-21-2022 ,01-01-1970, mECHanIx 
 C29073,oIL chaNgE,01 SeP 2020 ,1970-01-01 , sPEed GARAGe 
 c29074 , enGinE RepaIR ,05-04-2021,01 JAN 1970, faSTFiX  
c29075, BRAke SErVice,"Jul 21, 2022",01-01-1970, AUToCarE
c29076 ,TyRe chANge,2021/09/14, 1970/01/01,meChaniX
 c29077 , baTTEry repLacEmENt,2020-04-12,1970/01/01,pITstOp
 c29078 ,EngInE RePAIR ,"Jul 08, 2023 ", 01/01/1970,FaStfIx
C29079, tyrE chaNGE , 2023-01-12,1970-01-01,  mEcHANIx
 C29080,bRAKe servicE ,11-07-2020,01 jAN 1970,PITsTop
 c29081, brAKE serVicE,2020-19-08,01/01/1970, fASTFIx 
c29082 ,BrakE sERvIce  , 2022-30-12 ,"JAN 01, 1970 ", AutOcArE 
 c29083 ,  oIl cHaNGe, 01-28-2021 , 1970/01/01,fAsTfix  
C29084 , OIL ChangE,2020/12/31," jAn 01, 1970",fasTfIx
c29085 ,OIL cHANGe ,26 deC 2021,1970-01-01, fAsTfix
C29086,BRake SeRvicE, 2020-14-11 ,01-01-1970, pitstoP
  c29087 , TYRE CHAnGE,"SeP 24, 2021 ",1970-01-01 ,CaRZ
C29088,Brake sERvicE , 2021/09/26 ,01 Jan 1970, MECHANix 
C29089 ,OIl chaNGE ," AUg 03, 2023",01 jAn 1970, FASTFIX 
 C29090  ,  engiNE rePair,16 MaR 2023,1970-01-01, faStfIx 
c29091, bRaKE ServIcE,15/11/2023,01 jAn 1970 , sPEed GARage 
C29092 ,brAKe SErvice , 2021-13-08,01-01-1970, AUtOcare 
c29093  ,BRAKE sERViCe ," jan 03, 2020","jAN 01, 1970", PItstop
  c29094 , batTERY repLACeMenT,"apr 12, 2020 ",01-01-1970,fAStFiX
 c29095 , ENgiNe rePAir, 09/05/2020 ,01/01/1970,meChAnIx 
C29096,OiL CHaNge ,2022-14-05,1970-01-01,fasTFix 
  C29097 ,brakE sERVice,21 maY 2021,"JAN 01, 1970", SPeeD gaRaGE
 C29098 ,battERy rEPLAcEMEnT,2020-27-11,01 Jan 1970,carz
 c29099 , BRAkE SERVICE , 2021/01/27 ,01-01-1970,fAstFiX  
 C29100  ,oiL cHAnGe ,13 jAN 2021,"jaN 01, 1970", speED garAgE
 c29101 ,FULl SeRvicE ,2023-28-04,1970-01-01 ,carz  
c29102 , EnGIne RepAiR , 2020-20-12 ,1970-01-01 ,SPeed garAge 
 c29103 , baTTeRy rePlaceMENt ,02-26-2021,1970-01-01, auTOcARe  
 C29104 ,oIL chANgE ,2020/09/15, 01-01-1970,AutoCARe 
 c29105 ,fULL SeRvIce , 08/04/2022,01 jAn 1970 ,auTocare 
 c29106,oIL cHangE,21/04/2021, 01-01-1970,speed GaRaGe
  C29107, brAke SeRviCe  , 06/04/2022 , 1970-01-01,  mEcHANIX
 c29108 , bRAKE SERVice  , 2020/07/23, 1970-01-01 , SPeEd GaRAge
c29109,  EnGine RepaIR," dEc 02, 2022","JAN 01, 1970", aUTOCarE 
 c29110, Oil ChaNGE,21/08/2023,1970-01-01 , CaRz 
C29111 ,FULL sErVice," ApR 10, 2022",1970/01/01 ,MECHaNiX 
c29112,brakE seRVICe , 2021/02/15 , 01/01/1970, FaSTFix
  C29113,fuLL Service,"aPr 18, 2022", 01 JAn 1970,aUTocarE 
C29114 , EnGinE rePair,2021/01/03 ,01-01-1970,cARZ
 c29115,  FuLL SERVice ,06/07/2023," JAN 01, 1970 ",  piTStoP 
 c29116  , OiL CHANGE,"May 20, 2020 ",01 jan 1970 , CArz 
  c29117, brAKE SErVIcE,05/05/2023," jAN 01, 1970 ",pITStop
 c29118 ,batTERy rEpLaceMeNt, 17 Jun 2020 ,1970-01-01 ,MechAnix 
c29119  ,  bAttery REPLAceMENT," JUl 19, 2022",01 jan 1970 , aUtoCARE
c29120 , FUll SeRvIce ,"JUN 07, 2021",1970/01/01, pITStOp
 c29121,OiL CHAnge ,"Oct 17, 2021", 01-01-1970 ,fASTfix 
C29122,enGiNe RePaiR,2022-07-01,1970/01/01,fASTFIx 
 c29123,  tyre ChAnGE,"JuN 16, 2022",1970/01/01, sPeEd GaRage
 C29124, BrAKE serVIcE ,06-27-2022,1970-01-01,pItstOP  
 c29125 , brAke sERviCe,2021-15-03 ,1970-01-01,SPEeD GAragE
C29126, Full sERvICE,2022/07/30 ,01/01/1970, cARZ
C29127 ,enGiNe RepAIr, 2020/05/08 ,01/01/1970,autOcare
C29128,BaTtERY ReplaCEMeNT,2022-09-08, 01-01-1970, AUtocare
 c29129  ,FUlL SERvIce  ,24/10/2020,1970-01-01,pitsToP
 c29130,brAKE SerVICe ,13/10/2021 ,01/01/1970 , mEchAnix 
 C29131,BATterY rEpLaCeMENt, 12 maR 2020,01 JAn 1970,  fAsTfiX 
c29132,TYRE ChaNGE,12 nOV 2023,1970-01-01,FaSTfIX
  C29133 ,BRAKe sERvIce  ,"feb 15, 2022", 1970-01-01 , AUtOcare  
C29134,fuLl SeRVICe  ,2022-28-10,1970-01-01 ,aUtoCARE 
C29135  ,fULL SERviCE," APR 08, 2020",01/01/1970, PItstOP
  c29136 , oil chAnGE,2023-21-05,1970/01/01,MEChaniX 
 C29137,  fUlL seRvice , 2021-18-06 ,01-01-1970, FAStfix 
c29138,OIL ChANgE ,07/03/2020,1970/01/01, AutocaRE
c29139,  FUll sErvIce,"feb 04, 2021",01-01-1970 ,piTstOp
C29140, TYRE ChaNGE, 22 ocT 2023 ,01-01-1970, AuTOcaRE
 C29141,EngInE rEPaIr,"jUl 24, 2022",01-01-1970,PitStoP 
c29142  ,  oil CHaNGe ,18/11/2023,01 JAn 1970 , spEeD gaRAge 
 c29143,engine REpair ,"JUn 14, 2021 ",01/01/1970,FasTFIx 
 c29144,braKe SerVICe,10-27-2022,1970-01-01 ,SpEeD GARaGe
C29145 ,OiL cHANGE ,2021-14-08,01 jan 1970, PItstOP 
 c29146 , BatTEry rePLacEMEnT, 03/10/2021,1970/01/01, sPeeD gaRAGe
C29147 ,BraKe seRvICE,20/04/2021,1970/01/01, MECHaNix 
C29148 ,engIne repair,14/07/2022 ,01 JAN 1970 ,meCHaNIx 
c29149  ,full sErVice,05/10/2021,1970/01/01, aUToCare
C29150, eNgINE RepaiR ,"seP 14, 2021 ","Jan 01, 1970 ", sPeEd GARaGE 
 C29151, baTtERy RepLaCEMENT  ," nOV 02, 2022",01/01/1970,autOcArE
c29152,eNgine repAir ,01-26-2021, 01 JAN 1970,faSTfIX  
 c29153, tYrE changE  ,27/04/2023 ,01-01-1970, autocARe
  c29154, oil ChAngE,12 JUn 2022,01-01-1970,  aUToCAre
C29155  ,tyRE ChAngE,31 DeC 2023," jaN 01, 1970 ", fASTfiX 
c29156 ,full sErVIcE , 03/05/2023 ,1970-01-01,  AutoCaRe 
c29157,fUlL seRviCE ,2023-23-04, 1970/01/01, SPeed garAGe
c29158 ,BATTerY rEplacemENt  ,30 APR 2023,01-01-1970 ,  piTSTop
  c29159 ,  eNgInE rEpaIR ,12 FEb 2022,01 jaN 1970 ,caRZ
  c29160 , OIL CHaNgE ,2021-29-11, 1970-01-01 ,sPEeD GArAGe 
 C29161, braKE SErvicE  ,06-23-2023,01/01/1970,aUtOcARe 
c29162,BrAke seRvicE,"AUG 25, 2023 ",1970/01/01 ,speed GArAGE 
  C29163,FULL SerVice,14 Apr 2022 ,01/01/1970, FAStfiX
C29164,TyrE cHANGe ,2022-16-11,"jan 01, 1970",  PItSTOp
c29165  ,enGiNE RePAIR,2020/09/11,1970-01-01 , sPEed GArage 
c29166,bRakE SerViCe,2021/12/17, 1970/01/01,MEcHAnIX
C29167,bAtTery RePLaceMEnt,2023-02-08 ," jan 01, 1970",sPEEd gaRAge 
 C29168,BRaKe SeRvice,"jUN 21, 2021",1970/01/01,piTSToP  
 C29169, oIl CHaNge,2023/11/18, 01 JaN 1970, CArz 
C29170,eNgINE rEPAIR,2023-13-04, 1970/01/01 ,  aUTOCaRE
C29171 , oil ChANgE, 18 MAr 2023 ,1970/01/01 , sPEED gARAGe 
c29172, bRAkE SerViCe,2022/09/27,1970-01-01,CArz
C29173 ,TYre chanGe,16/07/2023, 1970-01-01,mecHANix
c29174 , OIl Change ,2020/02/09,01-01-1970, mEchAniX 
c29175 ,oIl CHaNgE ,21/07/2020 , 01/01/1970 ,sPEed gaRaGE
c29176 , tYRe CHANgE,"SeP 08, 2020",01/01/1970 , PITstOp
C29177,OiL chANge,"ApR 17, 2020",01/01/1970 ,pITSToP
c29178 ,  Oil chANGe ,"feB 02, 2022 "," jaN 01, 1970", FaStfix 
 C29179, FulL ServiCe ,12-21-2023, 1970-01-01 ,mecHANiX 
  C29180, ENgINe rEPaIR,"APr 11, 2020", 01 JaN 1970, MECHaniX
C29181 ,tYRE CHangE ,2023-18-11,1970/01/01,  PiTstOp
 c29182 , TYrE ChANGE,2021/02/27,1970-01-01 , AuTOCaRE
c29183 , BRaKE SErviCe ,23 FEb 2023,01-01-1970,MEChANiX
c29184, bAtteRy replACEmenT ,2021-07-02,1970/01/01 ,AutocArE 
C29185 , BraKE SErVice ,04 feB 2023,"jaN 01, 1970",CarZ
  C29186, engiNE repaiR,05/04/2020,1970/01/01, pitStoP
 c29187,Brake SerViCE , 2021-04-08 ,01-01-1970,fAstFIX
c29188,  FUlL seRVICE, 02 DEC 2021,"JAN 01, 1970", SpEED gaRage 
  c29189,  full SerVice, 18/11/2022 ,1970-01-01, PItSTop 
c29190, tYrE CHAnGe,2022-21-06,"jAN 01, 1970",FaSTfiX  
c29191 , bAttERy repLACEmENT ,2020/09/04 ,01 jAn 1970 ,speeD GaRAge
 C29192, Engine RepaiR,"APr 28, 2020",1970-01-01 ,mEcHAnIx
c29193, FUlL sERVICE, 10-12-2020,1970/01/01,PITstop
 c29194  ,oIL ChaNGE,29/05/2021 ,1970/01/01,cARZ
 C29195 ,  fulL SErVIce," Sep 13, 2020 ","jaN 01, 1970 ", spEED GARaGe
C29196 ,Oil ChanGE,24 dEC 2021,"Jan 01, 1970",autoCare
c29197 ,brAke SeRViCE ,27/03/2020,1970-01-01,FASTfix 
 c29198, eNgINE rEPAir,"Mar 22, 2022", 1970-01-01, FaSTfIX
 C29199, TYRe CHAnge  ,"jUL 14, 2021",01 JAn 1970, mEChANix 
 c29200  ,OIl cHAnGe ,01 SEp 2021,"jAN 01, 1970",autoCarE
  c29201, OIL cHange,2021-26-08 , 1970/01/01, FAStfix
 C29202,  bRAKE seRviCE ,05/04/2020,01/01/1970,  MecHanIX 
c29203 ,tyrE CHAngE  ,2023/07/28, 01/01/1970,sPeed gArAGe
 c29204,OiL ChaNge,18/02/2022 ,01-01-1970, FASTFIX
 c29205 ,fuLL SeRViCe ,"JUn 27, 2023 ","jAN 01, 1970",PItsTop
 C29206,FULl seRVICE,08-03-2020 , 1970/01/01,piTStOp
 c29207 ,TYRE chAnge,2020/09/12,01/01/1970, aUtOCArE  
  C29208,oil chanGE ,10/09/2020 ,"jaN 01, 1970 ",  cARZ
 C29209,OiL Change ,"MaR 12, 2023", 1970-01-01,  PITSTOp
 C29210,  tyRe cHanGe,08-10-2021,1970/01/01,AUtocarE
c29211,oIl chanGe  ,20/02/2021,1970-01-01, SPeEd GaRAge
 c29212 ,tYre ChANge ,2023-09-06, 1970-01-01,aUTOCaRE 
